"Date","Municipality","Trip Duration","Membership Type","No of Trips","Miles Travelled"
"9/1/2011","Arlington, VA","4 - 5 hr","Annual","1","0"
"9/1/2011","Arlington, VA","5 - 24 hr","24-hr Pass","15","0"
"9/1/2011","Arlington, VA","5 - 24 hr","Annual","1","0"
"9/1/2011","Washington, DC","<0.5 hr","24-hr Pass","15880","0"
"9/1/2011","Washington, DC","<0.5 hr","Annual","93340","137732"
"9/1/2011","Washington, DC","0.5 - 1 hr","24-hr Pass","4055","0"
"9/1/2011","Washington, DC","0.5 - 1 hr","Annual","2120","0"
"9/1/2011","Washington, DC","1 - 1.5 hr","24-hr Pass","1956","0"
"9/1/2011","Washington, DC","1 - 1.5 hr","Annual","267","0"
"9/1/2011","Washington, DC","1.5 - 2 hr","24-hr Pass","1343","0"
"9/1/2011","Washington, DC","1.5 - 2 hr","Annual","108","0"
"9/1/2011","Washington, DC","2 - 3 hr","24-hr Pass","1153","0"
"9/1/2011","Washington, DC","2 - 3 hr","Annual","68","0"
"9/1/2011","Washington, DC","3 - 4 hr","24-hr Pass","411","0"
"9/1/2011","Washington, DC","3 - 4 hr","Annual","28","0"
"9/1/2011","Washington, DC","4 - 5 hr","24-hr Pass","130","0"
"9/1/2011","Washington, DC","4 - 5 hr","Annual","11","0"
"9/1/2011","Washington, DC","5 - 24 hr","24-hr Pass","171","0"
"9/1/2011","Washington, DC","5 - 24 hr","Annual","69","0"
"10/1/2011","Arlington, VA","<0.5 hr","24-hr Pass","757","0"
"10/1/2011","Arlington, VA","<0.5 hr","Annual","4281","6088"
"10/1/2011","Arlington, VA","0.5 - 1 hr","24-hr Pass","333","0"
"10/1/2011","Arlington, VA","0.5 - 1 hr","Annual","172","0"
"10/1/2011","Arlington, VA","1 - 1.5 hr","24-hr Pass","206","0"
"10/1/2011","Arlington, VA","1 - 1.5 hr","Annual","14","0"
"10/1/2011","Arlington, VA","1.5 - 2 hr","24-hr Pass","131","0"
"10/1/2011","Arlington, VA","1.5 - 2 hr","Annual","4","0"
"10/1/2011","Arlington, VA","2 - 3 hr","24-hr Pass","113","0"
"10/1/2011","Arlington, VA","2 - 3 hr","Annual","3","0"
"10/1/2011","Arlington, VA","3 - 4 hr","24-hr Pass","30","0"
"10/1/2011","Arlington, VA","3 - 4 hr","Annual","0","0"
"10/1/2011","Arlington, VA","4 - 5 hr","24-hr Pass","11","0"
"10/1/2011","Arlington, VA","4 - 5 hr","Annual","0","0"
"10/1/2011","Arlington, VA","5 - 24 hr","24-hr Pass","11","0"
"10/1/2011","Arlington, VA","5 - 24 hr","Annual","2","0"
"10/1/2011","Washington, DC","<0.5 hr","24-hr Pass","14612","0"
"10/1/2011","Washington, DC","<0.5 hr","Annual","91364","134314"
"10/1/2011","Washington, DC","0.5 - 1 hr","24-hr Pass","3892","0"
"10/1/2011","Washington, DC","0.5 - 1 hr","Annual","1939","0"
"10/1/2011","Washington, DC","1 - 1.5 hr","24-hr Pass","2058","0"
"10/1/2011","Washington, DC","1 - 1.5 hr","Annual","245","0"
"10/1/2011","Washington, DC","1.5 - 2 hr","24-hr Pass","1365","0"
"10/1/2011","Washington, DC","1.5 - 2 hr","Annual","113","0"
"10/1/2011","Washington, DC","2 - 3 hr","24-hr Pass","1072","0"
"10/1/2011","Washington, DC","2 - 3 hr","Annual","76","0"
"10/1/2011","Washington, DC","3 - 4 hr","24-hr Pass","333","0"
"10/1/2011","Washington, DC","3 - 4 hr","Annual","17","0"
"10/1/2011","Washington, DC","4 - 5 hr","24-hr Pass","120","0"
"10/1/2011","Washington, DC","4 - 5 hr","Annual","6","0"
"10/1/2011","Washington, DC","5 - 24 hr","24-hr Pass","168","0"
"10/1/2011","Washington, DC","5 - 24 hr","Annual","49","0"
"11/1/2011","Arlington, VA","<0.5 hr","24-hr Pass","348","0"
"11/1/2011","Arlington, VA","<0.5 hr","Annual","3753","4510"
"11/1/2011","Arlington, VA","0.5 - 1 hr","24-hr Pass","178","0"
"11/1/2011","Arlington, VA","0.5 - 1 hr","Annual","115","0"
"11/1/2011","Arlington, VA","1 - 1.5 hr","24-hr Pass","114","0"
"11/1/2011","Arlington, VA","1 - 1.5 hr","Annual","13","0"
"11/1/2011","Arlington, VA","1.5 - 2 hr","24-hr Pass","80","0"
"11/1/2011","Arlington, VA","1.5 - 2 hr","Annual","5","0"
"11/1/2011","Arlington, VA","2 - 3 hr","24-hr Pass","60","0"
"11/1/2011","Arlington, VA","2 - 3 hr","Annual","4","0"
"11/1/2011","Arlington, VA","3 - 4 hr","24-hr Pass","16","0"
"11/1/2011","Arlington, VA","3 - 4 hr","Annual","1","0"
"11/1/2011","Arlington, VA","4 - 5 hr","24-hr Pass","6","0"
"11/1/2011","Arlington, VA","4 - 5 hr","Annual","0","0"
"11/1/2011","Arlington, VA","5 - 24 hr","24-hr Pass","5","0"
"11/1/2011","Arlington, VA","5 - 24 hr","Annual","0","0"
"11/1/2011","Washington, DC","<0.5 hr","24-hr Pass","9364","0"
"11/1/2011","Washington, DC","<0.5 hr","Annual","80859","109474"
"11/1/2011","Washington, DC","0.5 - 1 hr","Annual","1421","0"
"11/1/2011","Washington, DC","1 - 1.5 hr","24-hr Pass","1288","0"
"11/1/2011","Washington, DC","1 - 1.5 hr","Annual","194","0"
"11/1/2011","Washington, DC","1.5 - 2 hr","24-hr Pass","810","0"
"11/1/2011","Washington, DC","1.5 - 2 hr","Annual","88","0"
"11/1/2011","Washington, DC","2 - 3 hr","24-hr Pass","596","0"
"11/1/2011","Washington, DC","2 - 3 hr","Annual","47","0"
"11/1/2011","Washington, DC","3 - 4 hr","Annual","16","0"
"11/1/2011","Washington, DC","4 - 5 hr","24-hr Pass","64","0"
"11/1/2011","Washington, DC","4 - 5 hr","Annual","6","0"
"11/1/2011","Washington, DC","5 - 24 hr","24-hr Pass","57","0"
"11/1/2011","Washington, DC","5 - 24 hr","Annual","44","0"
"12/1/2011","Arlington, VA","<0.5 hr","24-hr Pass","191","0"
"12/1/2011","Arlington, VA","<0.5 hr","Annual","2977","3271"
"12/1/2011","Arlington, VA","0.5 - 1 hr","24-hr Pass","85","0"
"12/1/2011","Arlington, VA","0.5 - 1 hr","Annual","40","0"
"12/1/2011","Arlington, VA","1 - 1.5 hr","24-hr Pass","44","0"
"12/1/2011","Arlington, VA","1 - 1.5 hr","Annual","4","0"
"12/1/2011","Arlington, VA","1.5 - 2 hr","24-hr Pass","13","0"
"12/1/2011","Arlington, VA","1.5 - 2 hr","Annual","1","0"
"12/1/2011","Arlington, VA","2 - 3 hr","24-hr Pass","17","0"
"12/1/2011","Arlington, VA","2 - 3 hr","Annual","1","0"
"12/1/2011","Arlington, VA","3 - 4 hr","24-hr Pass","5","0"
"12/1/2011","Arlington, VA","3 - 4 hr","Annual","0","0"
"12/1/2011","Arlington, VA","4 - 5 hr","24-hr Pass","2","0"
"12/1/2011","Arlington, VA","4 - 5 hr","Annual","0","0"
"12/1/2011","Arlington, VA","5 - 24 hr","24-hr Pass","3","0"
"12/1/2011","Arlington, VA","5 - 24 hr","Annual","0","0"
"12/1/2011","Washington, DC","<0.5 hr","24-hr Pass","5619","0"
"12/1/2011","Washington, DC","<0.5 hr","Annual","74610","91801"
"12/1/2011","Washington, DC","0.5 - 1 hr","24-hr Pass","1182","0"
"12/1/2011","Washington, DC","0.5 - 1 hr","Annual","1006","0"
"12/1/2011","Washington, DC","1 - 1.5 hr","24-hr Pass","526","0"
"12/1/2011","Washington, DC","1 - 1.5 hr","Annual","102","0"
"12/1/2011","Washington, DC","1.5 - 2 hr","24-hr Pass","345","0"
"12/1/2011","Washington, DC","1.5 - 2 hr","Annual","38","0"
"12/1/2011","Washington, DC","2 - 3 hr","24-hr Pass","286","0"
"12/1/2011","Washington, DC","2 - 3 hr","Annual","29","0"
"12/1/2011","Washington, DC","3 - 4 hr","24-hr Pass","68","0"
"12/1/2011","Washington, DC","3 - 4 hr","Annual","15","0"
"12/1/2011","Washington, DC","4 - 5 hr","24-hr Pass","18","0"
"12/1/2011","Washington, DC","4 - 5 hr","Annual","4","0"
"12/1/2011","Washington, DC","5 - 24 hr","24-hr Pass","37","0"
"12/1/2011","Washington, DC","5 - 24 hr","Annual","39","0"
"1/1/2012","Arlington, VA","<0.5 hr","24-hr Pass","174","0"
"1/1/2012","Arlington, VA","<0.5 hr","Annual","3367","0"
"1/1/2012","Arlington, VA","0.5 - 1 hr","24-hr Pass","136","0"
"1/1/2012","Arlington, VA","0.5 - 1 hr","Annual","85","0"
"1/1/2012","Arlington, VA","1 - 1.5 hr","24-hr Pass","30","0"
"1/1/2012","Arlington, VA","1 - 1.5 hr","Annual","5","0"
"1/1/2012","Arlington, VA","1.5 - 2 hr","24-hr Pass","26","0"
"1/1/2012","Arlington, VA","1.5 - 2 hr","Annual","3","0"
"1/1/2012","Arlington, VA","2 - 3 hr","24-hr Pass","22","0"
"1/1/2012","Arlington, VA","2 - 3 hr","Annual","2","0"
"1/1/2012","Arlington, VA","3 - 4 hr","24-hr Pass","2","0"
"1/1/2012","Arlington, VA","3 - 4 hr","Annual","0","0"
"1/1/2012","Arlington, VA","4 - 5 hr","24-hr Pass","0","0"
"1/1/2012","Arlington, VA","4 - 5 hr","Annual","0","0"
"1/1/2012","Arlington, VA","5 - 24 hr","24-hr Pass","4","0"
"1/1/2012","Arlington, VA","5 - 24 hr","Annual","1","0"
"1/1/2012","Washington, DC","<0.5 hr","24-hr Pass","6075","0"
"1/1/2012","Washington, DC","<0.5 hr","Annual","83158","105950"
"1/1/2012","Washington, DC","0.5 - 1 hr","24-hr Pass","1347","0"
"1/1/2012","Washington, DC","0.5 - 1 hr","Annual","1046","0"
"1/1/2012","Washington, DC","1 - 1.5 hr","24-hr Pass","549","0"
"1/1/2012","Washington, DC","1 - 1.5 hr","Annual","127","0"
"1/1/2012","Washington, DC","1.5 - 2 hr","24-hr Pass","300","0"
"1/1/2012","Washington, DC","1.5 - 2 hr","Annual","40","0"
"1/1/2012","Washington, DC","2 - 3 hr","24-hr Pass","197","0"
"1/1/2012","Washington, DC","2 - 3 hr","Annual","36","0"
"1/1/2012","Washington, DC","3 - 4 hr","24-hr Pass","58","0"
"1/1/2012","Washington, DC","3 - 4 hr","Annual","22","0"
"1/1/2012","Washington, DC","4 - 5 hr","24-hr Pass","35","0"
"1/1/2012","Washington, DC","4 - 5 hr","Annual","8","0"
"1/1/2012","Washington, DC","5 - 24 hr","24-hr Pass","25","0"
"1/1/2012","Washington, DC","5 - 24 hr","Annual","59","0"
"2/1/2012","Arlington, VA","<0.5 hr","24-hr Pass","200","0"
"2/1/2012","Arlington, VA","<0.5 hr","Annual","3944","4902"
"2/1/2012","Arlington, VA","0.5 - 1 hr","24-hr Pass","113","0"
"2/1/2012","Arlington, VA","0.5 - 1 hr","Annual","94","0"
"2/1/2012","Arlington, VA","1 - 1.5 hr","24-hr Pass","10","0"
"2/1/2012","Arlington, VA","1 - 1.5 hr","Annual","38","0"
"2/1/2012","Arlington, VA","1.5 - 2 hr","24-hr Pass","33","0"
"2/1/2012","Arlington, VA","1.5 - 2 hr","Annual","3","0"
"2/1/2012","Arlington, VA","2 - 3 hr","24-hr Pass","19","0"
"2/1/2012","Arlington, VA","2 - 3 hr","Annual","1","0"
"2/1/2012","Arlington, VA","3 - 4 hr","24-hr Pass","10","0"
"2/1/2012","Arlington, VA","3 - 4 hr","Annual","1","0"
"2/1/2012","Arlington, VA","4 - 5 hr","24-hr Pass","1","0"
"2/1/2012","Arlington, VA","4 - 5 hr","Annual","0","0"
"2/1/2012","Arlington, VA","5 - 24 hr","24-hr Pass","5","0"
"2/1/2012","Arlington, VA","5 - 24 hr","Annual","0","0"
"2/1/2012","Washington, DC","<0.5 hr","24-hr Pass","5735","0"
"2/1/2012","Washington, DC","<0.5 hr","Annual","89232","0"
"2/1/2012","Washington, DC","0.5 - 1 hr","24-hr Pass","1188","0"
"2/1/2012","Washington, DC","0.5 - 1 hr","Annual","962","0"
"2/1/2012","Washington, DC","1 - 1.5 hr","24-hr Pass","623","0"
"2/1/2012","Washington, DC","1 - 1.5 hr","Annual","106","0"
"2/1/2012","Washington, DC","1.5 - 2 hr","24-hr Pass","386","0"
"2/1/2012","Washington, DC","1.5 - 2 hr","Annual","36","0"
"2/1/2012","Washington, DC","2 - 3 hr","24-hr Pass","277","0"
"2/1/2012","Washington, DC","2 - 3 hr","Annual","36","0"
"2/1/2012","Washington, DC","3 - 4 hr","24-hr Pass","51","0"
"2/1/2012","Washington, DC","3 - 4 hr","Annual","15","0"
"2/1/2012","Washington, DC","4 - 5 hr","24-hr Pass","7","0"
"2/1/2012","Washington, DC","4 - 5 hr","Annual","7","109686"
"2/1/2012","Washington, DC","5 - 24 hr","24-hr Pass","35","0"
"2/1/2012","Washington, DC","5 - 24 hr","Annual","54","0"
"3/1/2012","Arlington, VA","<0.5 hr","24-hr Pass","743","0"
"3/1/2012","Arlington, VA","<0.5 hr","Annual","6210","9907"
"3/1/2012","Arlington, VA","0.5 - 1 hr","24-hr Pass","480","0"
"3/1/2012","Arlington, VA","0.5 - 1 hr","Annual","277","0"
"3/1/2012","Arlington, VA","1 - 1.5 hr","24-hr Pass","273","0"
"3/1/2012","Arlington, VA","1 - 1.5 hr","Annual","28","0"
"3/1/2012","Arlington, VA","1.5 - 2 hr","24-hr Pass","132","0"
"3/1/2012","Arlington, VA","1.5 - 2 hr","Annual","5","0"
"3/1/2012","Arlington, VA","2 - 3 hr","24-hr Pass","121","0"
"3/1/2012","Arlington, VA","2 - 3 hr","Annual","4","0"
"3/1/2012","Arlington, VA","3 - 4 hr","24-hr Pass","34","0"
"3/1/2012","Arlington, VA","3 - 4 hr","Annual","4","0"
"3/1/2012","Arlington, VA","4 - 5 hr","24-hr Pass","11","0"
"3/1/2012","Arlington, VA","4 - 5 hr","Annual","1","0"
"3/1/2012","Arlington, VA","5 - 24 hr","24-hr Pass","11","0"
"3/1/2012","Arlington, VA","5 - 24 hr","Annual","1","0"
"3/1/2012","Washington, DC","<0.5 hr","24-hr Pass","17677","177013"
"3/1/2012","Washington, DC","<0.5 hr","Annual","123596","0"
"3/1/2012","Washington, DC","0.5 - 1 hr","24-hr Pass","5382","0"
"3/1/2012","Washington, DC","0.5 - 1 hr","Annual","2458","0"
"3/1/2012","Washington, DC","1 - 1.5 hr","24-hr Pass","3045","0"
"3/1/2012","Washington, DC","1 - 1.5 hr","Annual","348","0"
"3/1/2012","Washington, DC","1.5 - 2 hr","24-hr Pass","1795","0"
"3/1/2012","Washington, DC","1.5 - 2 hr","Annual","145","0"
"3/1/2012","Washington, DC","2 - 3 hr","24-hr Pass","1288","0"
"3/1/2012","Washington, DC","2 - 3 hr","Annual","104","0"
"3/1/2012","Washington, DC","3 - 4 hr","24-hr Pass","394","0"
"3/1/2012","Washington, DC","3 - 4 hr","Annual","16","0"
"3/1/2012","Washington, DC","4 - 5 hr","24-hr Pass","99","0"
"3/1/2012","Washington, DC","4 - 5 hr","Annual","17","0"
"3/1/2012","Washington, DC","5 - 24 hr","24-hr Pass","133","0"
"3/1/2012","Washington, DC","5 - 24 hr","Annual","66","0"
"4/1/2012","Arlington, VA","<0.5 hr","24-hr Pass","945","0"
"4/1/2012","Arlington, VA","<0.5 hr","Annual","6474","10402"
"4/1/2012","Arlington, VA","0.5 - 1 hr","24-hr Pass","527","0"
"4/1/2012","Arlington, VA","0.5 - 1 hr","Annual","256","0"
"4/1/2012","Arlington, VA","1 - 1.5 hr","24-hr Pass","284","0"
"4/1/2012","Arlington, VA","1 - 1.5 hr","Annual","20","0"
"4/1/2012","Arlington, VA","1.5 - 2 hr","24-hr Pass","190","0"
"4/1/2012","Arlington, VA","1.5 - 2 hr","Annual","9","0"
"4/1/2012","Arlington, VA","2 - 3 hr","24-hr Pass","170","0"
"4/1/2012","Arlington, VA","2 - 3 hr","Annual","7","0"
"4/1/2012","Arlington, VA","3 - 4 hr","24-hr Pass","33","0"
"4/1/2012","Arlington, VA","3 - 4 hr","Annual","0","0"
"4/1/2012","Arlington, VA","4 - 5 hr","24-hr Pass","23","0"
"4/1/2012","Arlington, VA","4 - 5 hr","Annual","5","0"
"4/1/2012","Arlington, VA","5 - 24 hr","24-hr Pass","17","0"
"4/1/2012","Arlington, VA","5 - 24 hr","Annual","0","0"
"4/1/2012","Washington, DC","<0.5 hr","24-hr Pass","21500","0"
"4/1/2012","Washington, DC","<0.5 hr","Annual","126060","186398"
"4/1/2012","Washington, DC","0.5 - 1 hr","24-hr Pass","6691","0"
"4/1/2012","Washington, DC","0.5 - 1 hr","Annual","2451","0"
"4/1/2012","Washington, DC","1 - 1.5 hr","24-hr Pass","3424","0"
"4/1/2012","Washington, DC","1 - 1.5 hr","Annual","286","0"
"4/1/2012","Washington, DC","1.5 - 2 hr","24-hr Pass","2153","0"
"4/1/2012","Washington, DC","1.5 - 2 hr","Annual","98","0"
"4/1/2012","Washington, DC","2 - 3 hr","24-hr Pass","1727","0"
"4/1/2012","Washington, DC","2 - 3 hr","Annual","95","0"
"4/1/2012","Washington, DC","3 - 4 hr","24-hr Pass","460","0"
"4/1/2012","Washington, DC","3 - 4 hr","Annual","30","0"
"4/1/2012","Washington, DC","4 - 5 hr","24-hr Pass","184","0"
"4/1/2012","Washington, DC","4 - 5 hr","Annual","11","0"
"4/1/2012","Washington, DC","5 - 24 hr","24-hr Pass","135","0"
"4/1/2012","Washington, DC","5 - 24 hr","Annual","71","0"
"5/1/2012","Arlington, VA","<0.5 hr","24-hr Pass","1687","0"
"5/1/2012","Arlington, VA","<0.5 hr","Annual","8967","14505"
"5/1/2012","Arlington, VA","0.5 - 1 hr","24-hr Pass","737","0"
"5/1/2012","Arlington, VA","0.5 - 1 hr","Annual","373","0"
"5/1/2012","Arlington, VA","1 - 1.5 hr","24-hr Pass","356","0"
"5/1/2012","Arlington, VA","1 - 1.5 hr","Annual","31","0"
"5/1/2012","Arlington, VA","1.5 - 2 hr","24-hr Pass","229","0"
"5/1/2012","Arlington, VA","1.5 - 2 hr","Annual","11","0"
"5/1/2012","Arlington, VA","2 - 3 hr","24-hr Pass","212","0"
"5/1/2012","Arlington, VA","2 - 3 hr","Annual","9","0"
"5/1/2012","Arlington, VA","3 - 4 hr","24-hr Pass","55","0"
"5/1/2012","Arlington, VA","3 - 4 hr","Annual","2","0"
"5/1/2012","Arlington, VA","4 - 5 hr","24-hr Pass","28","0"
"5/1/2012","Arlington, VA","4 - 5 hr","Annual","0","0"
"5/1/2012","Arlington, VA","5 - 24 hr","24-hr Pass","29","0"
"5/1/2012","Arlington, VA","5 - 24 hr","Annual","5","0"
"5/1/2012","Washington, DC","<0.5 hr","24-hr Pass","25498","0"
"5/1/2012","Washington, DC","<0.5 hr","Annual","138586","209078"
"5/1/2012","Washington, DC","0.5 - 1 hr","24-hr Pass","7324","0"
"5/1/2012","Washington, DC","0.5 - 1 hr","Annual","2981","0"
"5/1/2012","Washington, DC","1 - 1.5 hr","24-hr Pass","3453","0"
"5/1/2012","Washington, DC","1 - 1.5 hr","Annual","357","0"
"5/1/2012","Washington, DC","1.5 - 2 hr","24-hr Pass","3453","0"
"5/1/2012","Washington, DC","1.5 - 2 hr","Annual","357","0"
"5/1/2012","Washington, DC","2 - 3 hr","24-hr Pass","1749","0"
"5/1/2012","Washington, DC","2 - 3 hr","Annual","91","0"
"5/1/2012","Washington, DC","3 - 4 hr","24-hr Pass","545","0"
"5/1/2012","Washington, DC","3 - 4 hr","Annual","49","0"
"5/1/2012","Washington, DC","4 - 5 hr","24-hr Pass","153","0"
"5/1/2012","Washington, DC","4 - 5 hr","Annual","23","0"
"5/1/2012","Washington, DC","5 - 24 hr","24-hr Pass","167","0"
"5/1/2012","Washington, DC","5 - 24 hr","Annual","76","0"
"6/1/2012","Arlington, VA","<0.5 hr","24-hr Pass","1767","0"
"6/1/2012","Arlington, VA","<0.5 hr","Annual","11339","16781"
"6/1/2012","Arlington, VA","0.5 - 1 hr","24-hr Pass","705","0"
"6/1/2012","Arlington, VA","0.5 - 1 hr","Annual","397","0"
"6/1/2012","Arlington, VA","1 - 1.5 hr","24-hr Pass","308","0"
"6/1/2012","Arlington, VA","1 - 1.5 hr","Annual","56","0"
"6/1/2012","Arlington, VA","1.5 - 2 hr","24-hr Pass","235","0"
"6/1/2012","Arlington, VA","1.5 - 2 hr","Annual","17","0"
"6/1/2012","Arlington, VA","2 - 3 hr","24-hr Pass","154","0"
"6/1/2012","Arlington, VA","2 - 3 hr","Annual","7","0"
"6/1/2012","Arlington, VA","3 - 4 hr","24-hr Pass","41","0"
"6/1/2012","Arlington, VA","3 - 4 hr","Annual","5","0"
"6/1/2012","Arlington, VA","4 - 5 hr","24-hr Pass","17","0"
"6/1/2012","Arlington, VA","4 - 5 hr","Annual","1","0"
"6/1/2012","Arlington, VA","5 - 24 hr","24-hr Pass","23","0"
"6/1/2012","Arlington, VA","5 - 24 hr","Annual","2","0"
"6/1/2012","Washington, DC","<0.5 hr","24-hr Pass","25768","0"
"6/1/2012","Washington, DC","<0.5 hr","Annual","144056","229096"
"6/1/2012","Washington, DC","0.5 - 1 hr","24-hr Pass","7002","0"
"6/1/2012","Washington, DC","0.5 - 1 hr","Annual","2921","0"
"6/1/2012","Washington, DC","1 - 1.5 hr","24-hr Pass","3157","0"
"6/1/2012","Washington, DC","1 - 1.5 hr","Annual","332","0"
"6/1/2012","Washington, DC","1.5 - 2 hr","24-hr Pass","1831","0"
"6/1/2012","Washington, DC","1.5 - 2 hr","Annual","147","0"
"6/1/2012","Washington, DC","2 - 3 hr","24-hr Pass","1583","0"
"6/1/2012","Washington, DC","2 - 3 hr","Annual","108","0"
"6/1/2012","Washington, DC","3 - 4 hr","24-hr Pass","363","0"
"6/1/2012","Washington, DC","3 - 4 hr","Annual","46","0"
"6/1/2012","Washington, DC","4 - 5 hr","24-hr Pass","173","0"
"6/1/2012","Washington, DC","4 - 5 hr","Annual","14","0"
"6/1/2012","Washington, DC","5 - 24 hr","24-hr Pass","147","0"
"6/1/2012","Washington, DC","5 - 24 hr","Annual","100","0"
"7/1/2012","Arlington, VA","<0.5 hr","24-hr Pass","1485","0"
"7/1/2012","Arlington, VA","<0.5 hr","Annual","11531","14804"
"7/1/2012","Arlington, VA","0.5 - 1 hr","24-hr Pass","454","0"
"7/1/2012","Arlington, VA","0.5 - 1 hr","Annual","349","0"
"7/1/2012","Arlington, VA","1 - 1.5 hr","24-hr Pass","241","0"
"7/1/2012","Arlington, VA","1 - 1.5 hr","Annual","34","0"
"7/1/2012","Arlington, VA","1.5 - 2 hr","24-hr Pass","198","0"
"7/1/2012","Arlington, VA","1.5 - 2 hr","Annual","9","0"
"7/1/2012","Arlington, VA","2 - 3 hr","24-hr Pass","139","0"
"7/1/2012","Arlington, VA","2 - 3 hr","Annual","7","0"
"7/1/2012","Arlington, VA","3 - 4 hr","24-hr Pass","31","0"
"7/1/2012","Arlington, VA","3 - 4 hr","Annual","2","0"
"7/1/2012","Arlington, VA","4 - 5 hr","24-hr Pass","22","0"
"7/1/2012","Arlington, VA","4 - 5 hr","Annual","1","0"
"7/1/2012","Arlington, VA","5 - 24 hr","24-hr Pass","14","0"
"7/1/2012","Arlington, VA","5 - 24 hr","Annual","2","0"
"7/1/2012","Washington, DC","<0.5 hr","24-hr Pass","25788","0"
"7/1/2012","Washington, DC","<0.5 hr","Annual","147185","206899"
"7/1/2012","Washington, DC","0.5 - 1 hr","24-hr Pass","6418","0"
"7/1/2012","Washington, DC","0.5 - 1 hr","Annual","2466","0"
"7/1/2012","Washington, DC","1 - 1.5 hr","24-hr Pass","2962","0"
"7/1/2012","Washington, DC","1 - 1.5 hr","Annual","321","0"
"7/1/2012","Washington, DC","1.5 - 2 hr","24-hr Pass","1851","0"
"7/1/2012","Washington, DC","1.5 - 2 hr","Annual","94","0"
"7/1/2012","Washington, DC","2 - 3 hr","24-hr Pass","1435","0"
"7/1/2012","Washington, DC","2 - 3 hr","Annual","62","0"
"7/1/2012","Washington, DC","3 - 4 hr","24-hr Pass","399","0"
"7/1/2012","Washington, DC","3 - 4 hr","Annual","23","0"
"7/1/2012","Washington, DC","4 - 5 hr","24-hr Pass","129","0"
"7/1/2012","Washington, DC","4 - 5 hr","Annual","14","0"
"7/1/2012","Washington, DC","5 - 24 hr","24-hr Pass","157","0"
"7/1/2012","Washington, DC","5 - 24 hr","Annual","63","0"
"8/1/2012","Arlington, VA","<0.5 hr","24-hr Pass","1274","0"
"8/1/2012","Arlington, VA","<0.5 hr","Annual","12296","15793"
"8/1/2012","Arlington, VA","0.5 - 1 hr","24-hr Pass","468","0"
"8/1/2012","Arlington, VA","0.5 - 1 hr","Annual","291","0"
"8/1/2012","Arlington, VA","1 - 1.5 hr","24-hr Pass","268","0"
"8/1/2012","Arlington, VA","1 - 1.5 hr","Annual","30","0"
"8/1/2012","Arlington, VA","1.5 - 2 hr","24-hr Pass","117","0"
"8/1/2012","Arlington, VA","1.5 - 2 hr","Annual","5","0"
"8/1/2012","Arlington, VA","2 - 3 hr","24-hr Pass","124","0"
"8/1/2012","Arlington, VA","2 - 3 hr","Annual","4","0"
"8/1/2012","Arlington, VA","3 - 4 hr","24-hr Pass","50","0"
"8/1/2012","Arlington, VA","3 - 4 hr","Annual","1","0"
"8/1/2012","Arlington, VA","4 - 5 hr","24-hr Pass","5","0"
"8/1/2012","Arlington, VA","4 - 5 hr","Annual","1","0"
"8/1/2012","Arlington, VA","5 - 24 hr","24-hr Pass","13","0"
"8/1/2012","Arlington, VA","5 - 24 hr","Annual","1","0"
"8/1/2012","Washington, DC","<0.5 hr","24-hr Pass","27118","0"
"8/1/2012","Washington, DC","<0.5 hr","Annual","155822","217862"
"8/1/2012","Washington, DC","0.5 - 1 hr","24-hr Pass","6808","0"
"8/1/2012","Washington, DC","0.5 - 1 hr","Annual","2486","0"
"8/1/2012","Washington, DC","1 - 1.5 hr","24-hr Pass","2889","0"
"8/1/2012","Washington, DC","1 - 1.5 hr","Annual","284","0"
"8/1/2012","Washington, DC","1.5 - 2 hr","24-hr Pass","1852","0"
"8/1/2012","Washington, DC","1.5 - 2 hr","Annual","116","0"
"8/1/2012","Washington, DC","2 - 3 hr","24-hr Pass","1495","0"
"8/1/2012","Washington, DC","2 - 3 hr","Annual","68","0"
